species_id,common_name,image_count,target_image_count,description,folder_path
3327,Emerald-spotted Wood-Dove,22,22,"The emerald-spotted wood dove (Emerald-spotted Wood-Dove) is a bird of the Columbidae family, resident across eastern and southern Africa.",/kaggle/input/ugbirds/birdsuganda/image/Emerald-spotted_Wood-Dove
72762,Magpie Shrike,27,27,"The magpie shrike (Magpie Shrike), also known as the African long-tailed shrike, is a species of bird in the Laniidae family. It is monotypic within the genus Urolestes. It is native to the grasslands of eastern and southeastern Africa, where its natural habitats are dry savannah, moist savannah, and subtropical or tropical dry shrubland. It has a very wide range and is common in places, and the International Union for Conservation of Nature has assessed its...",/kaggle/input/ugbirds/birdsuganda/image/Magpie_Shrike
14625,African Red-eyed Bulbul,30,30,The African red-eyed bulbul or black-fronted bulbul (African Red-eyed Bulbul) is a species of songbird in the family Pycnonotidae. It is found in south-western Africa. Its natural habitats are dry savanna and subtropical or tropical dry shrubland.,/kaggle/input/ugbirds/birdsuganda/image/African_Red-eyed_Bulbul
979641,Green-backed Camaroptera,27,27,"The green-backed camaroptera (Green-backed Camaroptera), also known as the bleating camaroptera, is a small bird in the Cisticolidae family. This bird is a resident breeder in Africa south of the Sahara Desert. Recent studies suggest this species and the grey-backed camaroptera may be the same species.",/kaggle/input/ugbirds/birdsuganda/image/Green-backed_Camaroptera
15030,Violet-backed Starling,27,27,"The Violet-Backed Starling (Violet-backed Starling), also known as the Plum-Colored Starling or Amethyst Starling, is a relatively small species of starling in the family Sturnidae. This strongly sexually dimorphic species is found widely in the woodlands and savannah forest edges of mainland sub-Saharan Africa. It is rarely seen on the ground, but instead commonly found in trees and other sources away from the ground.",/kaggle/input/ugbirds/birdsuganda/image/Violet-backed_Starling
1289692,Crested Francolin,28,28,"The crested francolin (Crested Francolin) is a species of bird in the family Phasianidae. It is found in southern Africa. One of its subspecies, Crested Francolin rovuma, is sometimes considered a separate species, Kirk's francolin.",/kaggle/input/ugbirds/birdsuganda/image/Crested_Francolin
145187,White-bellied Sunbird,28,28,"The white-bellied sunbird (White-bellied Sunbird), also known as the white-breasted sunbird, is a species of bird in the Nectariniidae family. It is found in Angola, Botswana, Democratic Republic of the Congo, Malawi, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia, and Zimbabwe.",/kaggle/input/ugbirds/birdsuganda/image/White-bellied_Sunbird
14708,Sombre Greenbul,28,28,"The sombre greenbul (Sombre Greenbul) is a member of the bulbul family of passerine birds. It is a resident breeder in coastal bush, evergreen forest and dry shrub land in eastern and southern Africa. It is the only member of the genus Andropadus.",/kaggle/input/ugbirds/birdsuganda/image/Sombre_Greenbul
145122,Collared Sunbird,22,22,"The collared sunbird, (Collared Sunbird), is a sunbird. The sunbirds are a group of very small Old World passerine birds which feed largely on nectar, although they will also take insects, especially when feeding young. Collared sunbird is in fact mainly insectivorous.",/kaggle/input/ugbirds/birdsuganda/image/Collared_Sunbird
2328,Gray-headed Kingfisher,22,22,"The grey-headed kingfisher (Gray-headed Kingfisher) has a wide distribution from the Cape Verde Islands off the north-west coast of Africa to Mauritania, Senegal and Gambia, east to Ethiopia, Somalia and southern Arabia and south to South Africa.",/kaggle/input/ugbirds/birdsuganda/image/Gray-headed_Kingfisher
3901,Eurasian Whimbrel,29,29,"The whimbrel (Eurasian Whimbrel) is a wader in the large family Scolopacidae. It is one of the most widespread of the curlews, breeding across much of subarctic North America, Europe and Asia as far south as Scotland.",/kaggle/input/ugbirds/birdsuganda/image/Eurasian_Whimbrel
8004,White-necked Raven,26,26,"The white-necked raven (White-necked Raven) is somewhat smaller (50–54 cm in length) than the common raven or indeed its nearest relative, the thick-billed raven C. crassirostris. Like the common raven, thick-billed raven and brown-necked raven, it is one of the larger raven species. The smaller raven species are the Australian raven, forest raven, little raven, fan-tailed raven and Chihuahuan raven with the thick-billed raven being the world's largest raven species and the Chihuahuan raven being",/kaggle/input/ugbirds/birdsuganda/image/White-necked_Raven
3838,Little Stint,23,23,"The little stint (Little Stint) (or Erolia minuta), is a very small wader. It breeds in arctic Europe and Asia, and is a long-distance migrant, wintering south to Africa and south Asia. It occasionally is a vagrant to North America and to Australia. The genus name is from Ancient Greek kalidris or skalidris, a term used by Aristotle for some grey-coloured waterside birds. The specific minuta is Latin for ""small.",/kaggle/input/ugbirds/birdsuganda/image/Little_Stint
14027,Red-cheeked Cordonbleu,25,25,"The red-cheeked cordon-bleu or red-cheeked cordonbleu (Red-cheeked Cordonbleu) is a small passerine bird. This estrildid finch is a resident breeding bird in drier regions of tropical Sub-Saharan Africa. Red-cheeked cordon-bleu has an estimated global extent of occurrence of 7,700,000 km².",/kaggle/input/ugbirds/birdsuganda/image/Red-cheeked_Cordonbleu
3722,White-backed Mousebird,33,33,The white-backed mousebird (White-backed Mousebird) is a large species of mousebird. It is distributed in western and central regions of southern Africa from Namibia and southern Botswana eastwards to Central Transvaal and the eastern Cape.,/kaggle/input/ugbirds/birdsuganda/image/White-backed_Mousebird
558436,Cape Shoveler,27,27,"The Cape shoveler or Cape shoveller (Cape Shoveler) is a species of dabbling duck of the genus Spatula. It is resident in South Africa, and uncommon further north in Namibia, Botswana, Zimbabwe, southern Angola, Lesotho, Mozambique, and Zambia.",/kaggle/input/ugbirds/birdsuganda/image/Cape_Shoveler
15052,Arrow-marked Babbler,25,25,The arrow-marked babbler (Arrow-marked Babbler) is a species of bird in the Leiothrichidae family.,/kaggle/input/ugbirds/birdsuganda/image/Arrow-marked_Babbler
13185,Southern Black-Flycatcher,28,28,"The southern black flycatcher (Southern Black-Flycatcher) is a small passerine bird of the genus Melaenornis in the flycatcher family, Muscicapidae, native to open and lightly wooded areas of eastern and southern Africa.",/kaggle/input/ugbirds/birdsuganda/image/Southern_Black-Flycatcher
145188,Variable Sunbird,32,32,"The variable sunbird (or yellow-bellied sunbird), Variable Sunbird (formerly Nectarinia venusta), is a sunbird. The sunbirds are a group of small Old World passerine birds which feed largely on nectar, although they will also take insects, especially when feeding young. Flight is fast and direct on their short wings. Most species can take nectar by hovering like a hummingbird, but usually perch to feed most of the time.",/kaggle/input/ugbirds/birdsuganda/image/Variable_Sunbird
144791,Greater Striped Swallow,24,24,The greater striped swallow (Greater Striped Swallow) is a large swallow that is native to Africa south of the equator.,/kaggle/input/ugbirds/birdsuganda/image/Greater_Striped_Swallow
4883,Pied Avocet,29,29,"The pied avocet (Pied Avocet) is a large black and white wader in the avocet and stilt family, Recurvirostridae. They breed in temperate Europe and western and Central Asia. It is a migratory species and most winter in Africa or southern Asia. Some remain to winter in the mildest parts of their range, for example in southern Spain and southern England. The pied avocet is one of the species to which the Agreement on the Conservation...",/kaggle/input/ugbirds/birdsuganda/image/Pied_Avocet
1585977,Karoo Scrub-Robin,26,26,Not available,/kaggle/input/ugbirds/birdsuganda/image/Karoo_Scrub-Robin
116831,Yellow-billed Oxpecker,26,26,"The yellow-billed oxpecker (Yellow-billed Oxpecker) is a passerine bird in the starling and myna family, Sturnidae; some ornithologists regard the oxpeckers to be a separate family, the Buphagidae (Zuccon, 2006). It is native to the savannah of Sub-Saharan Africa from Senegal east to Sudan. It is least common in the extreme east of its range where it overlaps with the red-billed oxpecker, despite always dominating that species when feeding.",/kaggle/input/ugbirds/birdsuganda/image/Yellow-billed_Oxpecker
13956,Sociable Weaver,29,29,"The sociable weaver (Sociable Weaver), also commonly known as the common social weaver, common social-weaver, and social weaver, is a species of bird in the Weaver family endemic to Southern Africa. It is the only species assigned to the genus Philetairus. It is found in South Africa, Namibia, and Botswana. but their range is centered within the Northern Cape Province of South Africa. They build large compound community nests, a rarity among birds. These nests are...",/kaggle/input/ugbirds/birdsuganda/image/Sociable_Weaver
13870,Northern Grey-headed Sparrow,24,24,"The northern grey-headed sparrow (Northern Grey-headed Sparrow), also known as the grey-headed or common grey-headed sparrow, is a species of bird in the sparrow family Passeridae, which is resident in much of tropical Africa. It occurs in a wide range of open habitats, including open woodlands and human habitation, often occupying the same niche as the house sparrow does in Eurasia.",/kaggle/input/ugbirds/birdsuganda/image/Northern_Grey-headed_Sparrow
15032,Wattled Starling,31,31,"The wattled starling (Wattled Starling) is a nomadic resident in eastern and southern Africa. It is a species of grassland, open woodland and cultivation.",/kaggle/input/ugbirds/birdsuganda/image/Wattled_Starling
5418,Palm-nut Vulture,23,23,"The palm-nut vulture (Palm-nut Vulture) or vulturine fish eagle, is a large bird of prey in the family Accipitridae (which also includes many other diurnal raptors such as kites, buzzards and harriers, vultures, and eagles). It is the only member of the genus Gypohierax. Unusual for birds of prey, it feeds mainly on the fruit of the oil palm, though it also feeds on crabs, molluscs, locusts, and fish, and has been known to occasionally attack...",/kaggle/input/ugbirds/birdsuganda/image/Palm-nut_Vulture
201231,House Bunting,32,32,The house bunting (House Bunting) is a passerine bird in the bunting family Emberizidae.,/kaggle/input/ugbirds/birdsuganda/image/House_Bunting
339593,Ruff,25,25,"The ruff (Ruff) is a medium-sized wading bird that breeds in marshes and wet meadows across northern Eurasia. This highly gregarious sandpiper is migratory and sometimes forms huge flocks in its winter grounds, which include southern and western Europe, Africa, southern Asia and Australia.",/kaggle/input/ugbirds/birdsuganda/image/Ruff
11896,Wire-tailed Swallow,32,32,"The wire-tailed swallow (Wire-tailed Swallow) is a small passerine bird in the swallow family. It has two subspecies: H. s. smithii, which occurs throughout Africa, and H. s. filifera, which is found in southern and southeastern Asia. It is mainly resident, but populations in Pakistan and northern India migrate further south in winter. The genus name Hirundo is the Latin word for swallow. The species name smithii commemorates Christen Smith, a Norwegian botanist and geologist.",/kaggle/input/ugbirds/birdsuganda/image/Wire-tailed_Swallow
495984,Swainsons Spurfowl,27,27,"The Swainson's spurfowl, Swainson's francolin or chikwari (Swainson's Spurfowl) is a species of bird in the family Phasianidae. It is found in Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, South Africa, Swaziland, Zambia, and Zimbabwe. In the Shona language in Zimbabwe this bird is called the chikwari and is considered a delicacy by outdoor and hunting enthusiasts.",/kaggle/input/ugbirds/birdsuganda/image/Swainsons_Spurfowl
1572860,Rufous-naped Lark,32,32,"The rufous-naped lark (Rufous-naped Lark) or rufous-naped bush lark is a widespread and conspicuous species of lark in the lightly wooded grasslands, open savannas and farmlands of the Afrotropics. Males attract attention to themselves by a bold and often repeated wing-fluttering display from a prominent perch, which is accompanied by a melodious and far-carrying whistled phrase. This rudimentary display has been proposed as the precursor to the wing-clapping displays of other bush lark species. ",/kaggle/input/ugbirds/birdsuganda/image/Rufous-naped_Lark
3689,Red-faced Mousebird,22,22,"The red-faced mousebird (Red-faced Mousebird) is a species of mousebird or coly. It is a common in southern Africa from Zaire, Zambia and Tanzania south to the Cape. Its habitat is savanna with thickets, fynbos scrub, other open woodland, gardens and orchards.",/kaggle/input/ugbirds/birdsuganda/image/Red-faced_Mousebird
4981,Black-crowned Night Heron,27,27,"The black-crowned night heron (Black-crowned Night Heron), commonly shortened to just night heron in Eurasia, is a medium-sized heron found throughout a large part of the world, except in the coldest regions and Australasia (where it is replaced by the closely related rufous night heron, with which it has hybridized in the area of contact).",/kaggle/input/ugbirds/birdsuganda/image/Black-crowned_Night_Heron
144469,Wahlbergs Eagle,33,33,"Wahlberg's eagle (Wahlberg's Eagle) is a bird of prey that is native to sub-Saharan Africa, where it is a seasonal migrant in the woodlands and savannas. It is named after the Swedish naturalist Johan August Wahlberg. Like all eagles, it belongs to the family Accipitridae.",/kaggle/input/ugbirds/birdsuganda/image/Wahlbergs_Eagle
201216,Kurrichane Thrush,30,30,"The Kurrichane thrush (Kurrichane Thrush) is a species of bird in the family Turdidae. It is found in Angola, Botswana, Burundi, Democratic Republic of the Congo, Lesotho, Malawi, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia, and Zimbabwe. Its natural habitat is dry savanna. Its name is derived from Kaditshwene (rendered as 'Kurrichane') in Botswana.",/kaggle/input/ugbirds/birdsuganda/image/Kurrichane_Thrush
12839,Capped Wheatear,33,33,"The capped wheatear (Capped Wheatear) is a small insectivorous passerine bird that was formerly classed as a member of the thrush family Turdidae, but is now more generally considered to be an Old World flycatcher, Muscicapidae.",/kaggle/input/ugbirds/birdsuganda/image/Capped_Wheatear
3405,African Green-Pigeon,26,26,"The African green pigeon (African Green-Pigeon) is a species of bird in the family Columbidae, and one of 5 green pigeon species in the Afrotropics. The species has a wide range in Sub-Saharan Africa with around 17 accepted races.",/kaggle/input/ugbirds/birdsuganda/image/African_Green-Pigeon
495975,Natal Spurfowl,22,22,"The Natal spurfowl or Natal francolin (Natal Spurfowl) is a species of bird in the family Phasianidae. It is found in Botswana, Mozambique, South Africa, Swaziland, Zambia, and Zimbabwe.",/kaggle/input/ugbirds/birdsuganda/image/Natal_Spurfowl
512160,Crowned Hornbill,29,29,The crowned hornbill (Crowned Hornbill) is an African hornbill.,/kaggle/input/ugbirds/birdsuganda/image/Crowned_Hornbill
527609,Yellow Canary,24,24,The yellow canary (Yellow Canary) is a small passerine bird in the finch family. It is a resident breeder in much of the western and central regions of southern Africa and has been introduced to Ascension and St Helena islands.,/kaggle/input/ugbirds/birdsuganda/image/Yellow_Canary
12038,Red-backed Shrike,28,28,"The red-backed shrike (Red-backed Shrike) is a carnivorous passerine bird and member of the shrike family Laniidae. The genus name, Lanius, is derived from the Latin word for ""butcher"", and some shrikes are also known as ""butcher birds"" because of their feeding habits. The specific collurio is from Ancient Greek kollurion, a bird mentioned by Aristotle. The common English name ""shrike"" is from Old English scríc, ""shriek"", referring to the shrill call.",/kaggle/input/ugbirds/birdsuganda/image/Red-backed_Shrike
12792,White-browed Robin-Chat,23,23,"The white-browed robin-chat (White-browed Robin-Chat), also known as Heuglin's robin, is a species of bird in the family Muscicapidae. Found in east, central and southern Africa, its natural habitats include riverine forest and thickets, and it is also found near humans. The IUCN classifies it as a least-concern species.",/kaggle/input/ugbirds/birdsuganda/image/White-browed_Robin-Chat
8396,Cape Batis,23,23,"The Cape batis (Cape Batis) is a small, stout insect-eating passerine bird in the wattle-eye family. It is endemic to the Afromontane forests of southern Africa.",/kaggle/input/ugbirds/birdsuganda/image/Cape_Batis
204471,Augur Buzzard,29,29,"The augur buzzard (Augur Buzzard) is a 55–60 cm long African bird of prey. The taxonomy on this species is confusing, with some taxonomists considering this species, the jackal buzzard, and the Archer's buzzard to be the same superspecies. Many taxonomists consider them all to be distinct, having different calls, different home ranges and variations in plumage. This is a species of mountains (most typically at about 2000 m altitude, but up to 5000 m), and adjacent savannah and...",/kaggle/input/ugbirds/birdsuganda/image/Augur_Buzzard
6930,Mallard,25,25,"The mallard (/ˈmælɑːrd/ or /ˈmælərd/) (Mallard) is a dabbling duck that breeds throughout the temperate and subtropical Americas, Eurasia, and North Africa and has been introduced to New Zealand, Australia, Peru, Brazil, Uruguay, Argentina, Chile, the Falkland Islands, and South Africa. This duck belongs to the subfamily Anatinae of the waterfowl family Anatidae. The male birds (drakes) have a glossy green head and are grey on wings and belly while the females (hens or ducks)...",/kaggle/input/ugbirds/birdsuganda/image/Mallard
5240,Black-chested Snake-Eagle,31,31,The black-chested snake eagle (Black-chested Snake-Eagle) is a large African bird of prey of the Accipitridae family. It resembles other snake-eagles and was once believed to be conspecific with the short-toed and Beaudouin's snake eagles.,/kaggle/input/ugbirds/birdsuganda/image/Black-chested_Snake-Eagle
144537,Caspian Tern,30,30,"The Caspian tern (Caspian Tern) is a species of tern, with a subcosmopolitan but scattered distribution. Despite its extensive range, it is monotypic of its genus, and has no accepted subspecies. The genus name is from Ancient Greek hudros, ""water"", and Latin progne, ""swallow"". The specific caspia is from Latin and, like the English name, refers to the Caspian Sea.",/kaggle/input/ugbirds/birdsuganda/image/Caspian_Tern
204454,Common Myna,29,29,"The common myna/Indian mynah (Common Myna), sometimes spelled mynah, also sometimes known as ""Indian myna"", is a member of the family Sturnidae (starlings and mynas) native to Asia. An omnivorous open woodland bird with a strong territorial instinct, the myna has adapted extremely well to urban environments.",/kaggle/input/ugbirds/birdsuganda/image/Common_Myna
13805,Baglafecht Weaver,23,23,"The baglafecht weaver (Baglafecht Weaver), also known as Reichenow's weaver, is a species of weaver bird from the family Ploceidae which is found in eastern and central Africa. The origin of the word baglafecht is something of a mystery and was coined by Georges-Louis Leclerc, Comte de Buffon, probably from a local name in an Abyssinian language. There are several disjunct populations with distinguishable plumage patterns. Only some races display a discrete non-breeding plumage.",/kaggle/input/ugbirds/birdsuganda/image/Baglafecht_Weaver
